<TICKER>,<DATE>,<TIME>,<OPEN>,<LOW>,<HIGH>,<CLOSE>
USDCHF,20040604,00:00:00,1.2501,1.2373,1.2567,1.2390
USDCHF,20040607,00:00:00,1.2376,1.2345,1.2400,1.2366
USDCHF,20040608,00:00:00,1.2367,1.2321,1.2424,1.2385
USDCHF,20040609,00:00:00,1.2384,1.2368,1.2564,1.2562
USDCHF,20040610,00:00:00,1.2565,1.2428,1.2573,1.2440
USDCHF,20040611,00:00:00,1.2440,1.2440,1.2611,1.2583
USDCHF,20040614,00:00:00,1.2631,1.2541,1.2660,1.2554
USDCHF,20040615,00:00:00,1.2553,1.2473,1.2623,1.2488
USDCHF,20040616,00:00:00,1.2488,1.2475,1.2702,1.2670
USDCHF,20040617,00:00:00,1.2670,1.2498,1.2682,1.2526
USDCHF,20040618,00:00:00,1.2526,1.2419,1.2624,1.2442
USDCHF,20040621,00:00:00,1.2431,1.2428,1.2494,1.2462
USDCHF,20040622,00:00:00,1.2462,1.2452,1.2537,1.2488
USDCHF,20040623,00:00:00,1.2488,1.2429,1.2570,1.2532
USDCHF,20040624,00:00:00,1.2532,1.2387,1.2569,1.2434
USDCHF,20040625,00:00:00,1.2433,1.2426,1.2527,1.2492
USDCHF,20040628,00:00:00,1.2470,1.2434,1.2550,1.2491
USDCHF,20040629,00:00:00,1.2491,1.2485,1.2672,1.2658
USDCHF,20040630,00:00:00,1.2660,1.2482,1.2662,1.2499
USDCHF,20040701,00:00:00,1.2500,1.2473,1.2563,1.2494
USDCHF,20040702,00:00:00,1.2496,1.2296,1.2519,1.2325
USDCHF,20040705,00:00:00,1.2278,1.2268,1.2374,1.2361
USDCHF,20040706,00:00:00,1.2361,1.2307,1.2386,1.2359
USDCHF,20040707,00:00:00,1.2359,1.2255,1.2369,1.2270
USDCHF,20040708,00:00:00,1.2269,1.2232,1.2305,1.2249
USDCHF,20040709,00:00:00,1.2249,1.2215,1.2292,1.2233
USDCHF,20040712,00:00:00,1.2232,1.2205,1.2259,1.2245
USDCHF,20040713,00:00:00,1.2245,1.2244,1.2387,1.2348
USDCHF,20040714,00:00:00,1.2350,1.2253,1.2369,1.2289
USDCHF,20040715,00:00:00,1.2290,1.2288,1.2403,1.2362
USDCHF,20040716,00:00:00,1.2362,1.2230,1.2389,1.2241
USDCHF,20040719,00:00:00,1.2250,1.2238,1.2309,1.2285
USDCHF,20040720,00:00:00,1.2285,1.2266,1.2465,1.2438
USDCHF,20040721,00:00:00,1.2438,1.2410,1.2577,1.2486
USDCHF,20040722,00:00:00,1.2488,1.2439,1.2531,1.2484
USDCHF,20040723,00:00:00,1.2484,1.2476,1.2681,1.2668
USDCHF,20040726,00:00:00,1.2663,1.2590,1.2676,1.2637
USDCHF,20040727,00:00:00,1.2637,1.2599,1.2773,1.2755
USDCHF,20040728,00:00:00,1.2755,1.2716,1.2795,1.2754
USDCHF,20040729,00:00:00,1.2754,1.2712,1.2837,1.2805
USDCHF,20040730,00:00:00,1.2804,1.2691,1.2828,1.2805
USDCHF,20040802,00:00:00,1.2740,1.2688,1.2795,1.2794
USDCHF,20040803,00:00:00,1.2794,1.2756,1.2827,1.2796
USDCHF,20040804,00:00:00,1.2796,1.2730,1.2856,1.2761
USDCHF,20040805,00:00:00,1.2760,1.2730,1.2796,1.2749
USDCHF,20040806,00:00:00,1.2749,1.2494,1.2772,1.2503
USDCHF,20040809,00:00:00,1.2500,1.2497,1.2568,1.2542
USDCHF,20040810,00:00:00,1.2543,1.2490,1.2629,1.2623
USDCHF,20040811,00:00:00,1.2622,1.2588,1.2643,1.2604
USDCHF,20040812,00:00:00,1.2603,1.2512,1.2615,1.2563
USDCHF,20040813,00:00:00,1.2563,1.2379,1.2626,1.2384
USDCHF,20040816,00:00:00,1.2381,1.2377,1.2452,1.2409
USDCHF,20040817,00:00:00,1.2408,1.2378,1.2473,1.2437
USDCHF,20040818,00:00:00,1.2437,1.2420,1.2507,1.2445
USDCHF,20040819,00:00:00,1.2445,1.2401,1.2455,1.2426
USDCHF,20040820,00:00:00,1.2425,1.2404,1.2533,1.2507
USDCHF,20040823,00:00:00,1.2506,1.2505,1.2707,1.2694
USDCHF,20040824,00:00:00,1.2693,1.2665,1.2748,1.2722
USDCHF,20040825,00:00:00,1.2723,1.2695,1.2764,1.2728
USDCHF,20040826,00:00:00,1.2729,1.2707,1.2778,1.2714
USDCHF,20040827,00:00:00,1.2713,1.2695,1.2845,1.2823
USDCHF,20040830,00:00:00,1.2821,1.2757,1.2847,1.2794
USDCHF,20040831,00:00:00,1.2793,1.2631,1.2801,1.2662
USDCHF,20040901,00:00:00,1.2663,1.2559,1.2673,1.2598
USDCHF,20040902,00:00:00,1.2599,1.2579,1.2646,1.2612
USDCHF,20040903,00:00:00,1.2612,1.2578,1.2719,1.2696
USDCHF,20040906,00:00:00,1.2701,1.2693,1.2717,1.2703
USDCHF,20040907,00:00:00,1.2703,1.2657,1.2717,1.2672
USDCHF,20040908,00:00:00,1.2671,1.2596,1.2787,1.2602
USDCHF,20040909,00:00:00,1.2606,1.2581,1.2661,1.2587
USDCHF,20040910,00:00:00,1.2586,1.2520,1.2624,1.2576
USDCHF,20040913,00:00:00,1.2572,1.2553,1.2617,1.2585
USDCHF,20040914,00:00:00,1.2585,1.2546,1.2636,1.2590
USDCHF,20040915,00:00:00,1.2589,1.2566,1.2712,1.2696
USDCHF,20040916,00:00:00,1.2698,1.2651,1.2743,1.2685
USDCHF,20040917,00:00:00,1.2684,1.2659,1.2721,1.2685
USDCHF,20040920,00:00:00,1.2693,1.2693,1.2771,1.2719
USDCHF,20040921,00:00:00,1.2719,1.2523,1.2735,1.2541
USDCHF,20040922,00:00:00,1.2541,1.2536,1.2650,1.2592
USDCHF,20040923,00:00:00,1.2592,1.2543,1.2625,1.2606
USDCHF,20040924,00:00:00,1.2608,1.2513,1.2651,1.2624
USDCHF,20040927,00:00:00,1.2600,1.2581,1.2645,1.2607
USDCHF,20040928,00:00:00,1.2607,1.2558,1.2627,1.2591
USDCHF,20040929,00:00:00,1.2591,1.2570,1.2637,1.2591
USDCHF,20040930,00:00:00,1.2592,1.2445,1.2609,1.2460
USDCHF,20041001,00:00:00,1.2459,1.2450,1.2518,1.2497
USDCHF,20041004,00:00:00,1.2509,1.2503,1.2675,1.2644
USDCHF,20041005,00:00:00,1.2645,1.2599,1.2662,1.2620
USDCHF,20041006,00:00:00,1.2619,1.2612,1.2680,1.2649
USDCHF,20041007,00:00:00,1.2648,1.2610,1.2659,1.2637
USDCHF,20041008,00:00:00,1.2637,1.2469,1.2640,1.2505
USDCHF,20041011,00:00:00,1.2490,1.2482,1.2526,1.2505
USDCHF,20041012,00:00:00,1.2505,1.2498,1.2602,1.2557
USDCHF,20041013,00:00:00,1.2558,1.2504,1.2657,1.2524
USDCHF,20041014,00:00:00,1.2525,1.2428,1.2546,1.2449
USDCHF,20041015,00:00:00,1.2449,1.2315,1.2452,1.2329
USDCHF,20041018,00:00:00,1.2329,1.2269,1.2352,1.2313
USDCHF,20041019,00:00:00,1.2313,1.2281,1.2364,1.2287
USDCHF,20041020,00:00:00,1.2287,1.2169,1.2308,1.2217
USDCHF,20041021,00:00:00,1.2216,1.2147,1.2224,1.2177
USDCHF,20041022,00:00:00,1.2177,1.2111,1.2209,1.2118
USDCHF,20041025,00:00:00,1.2063,1.1938,1.2068,1.1968
USDCHF,20041026,00:00:00,1.1968,1.1925,1.2046,1.2023
USDCHF,20041027,00:00:00,1.2020,1.1954,1.2083,1.2076
USDCHF,20041028,00:00:00,1.2076,1.1964,1.2132,1.2002
USDCHF,20041029,00:00:00,1.2002,1.1937,1.2033,1.1938
USDCHF,20041101,00:00:00,1.1926,1.1910,1.2047,1.2014
USDCHF,20041102,00:00:00,1.2014,1.2009,1.2114,1.2029
USDCHF,20041103,00:00:00,1.2031,1.1926,1.2122,1.1935
USDCHF,20041104,00:00:00,1.1934,1.1837,1.1963,1.1877
USDCHF,20041105,00:00:00,1.1875,1.1770,1.1999,1.1774
USDCHF,20041108,00:00:00,1.1767,1.1754,1.1838,1.1822
USDCHF,20041109,00:00:00,1.1822,1.1797,1.1858,1.1830
USDCHF,20041110,00:00:00,1.1830,1.1698,1.1857,1.1822
USDCHF,20041111,00:00:00,1.1822,1.1760,1.1833,1.1778
USDCHF,20041112,00:00:00,1.1777,1.1692,1.1816,1.1713
USDCHF,20041115,00:00:00,1.1719,1.1699,1.1817,1.1789
USDCHF,20041116,00:00:00,1.1788,1.1723,1.1810,1.1756
USDCHF,20041117,00:00:00,1.1757,1.1607,1.1763,1.1628
USDCHF,20041118,00:00:00,1.1626,1.1599,1.1733,1.1715
USDCHF,20041119,00:00:00,1.1718,1.1577,1.1719,1.1611
USDCHF,20041122,00:00:00,1.1599,1.1596,1.1643,1.1626
USDCHF,20041123,00:00:00,1.1626,1.1562,1.1694,1.1581
USDCHF,20041124,00:00:00,1.1581,1.1446,1.1583,1.1448
USDCHF,20041125,00:00:00,1.1448,1.1378,1.1467,1.1385
USDCHF,20041126,00:00:00,1.1381,1.1336,1.1492,1.1388
USDCHF,20041129,00:00:00,1.1403,1.1384,1.1471,1.1423
USDCHF,20041130,00:00:00,1.1424,1.1327,1.1457,1.1401
USDCHF,20041201,00:00:00,1.1401,1.1352,1.1451,1.1410
USDCHF,20041202,00:00:00,1.1410,1.1364,1.1554,1.1520
USDCHF,20041203,00:00:00,1.1520,1.1299,1.1529,1.1305
USDCHF,20041206,00:00:00,1.1315,1.1307,1.1426,1.1421
USDCHF,20041207,00:00:00,1.1422,1.1337,1.1423,1.1407
USDCHF,20041208,00:00:00,1.1407,1.1401,1.1633,1.1467
USDCHF,20041209,00:00:00,1.1468,1.1467,1.1561,1.1501
USDCHF,20041210,00:00:00,1.1502,1.1495,1.1681,1.1609
