<TICKER>,<DATE>,<TIME>,<OPEN>,<LOW>,<HIGH>,<CLOSE>
USDCHF,20010606,00:00:00,1.7757,1.7716,1.7993,1.7958
USDCHF,20010607,00:00:00,1.7959,1.7884,1.8028,1.7895
USDCHF,20010608,00:00:00,1.7896,1.7880,1.7992,1.7928
USDCHF,20010611,00:00:00,1.7922,1.7855,1.8066,1.8020
USDCHF,20010612,00:00:00,1.8019,1.7869,1.8056,1.7876
USDCHF,20010613,00:00:00,1.7876,1.7817,1.7937,1.7865
USDCHF,20010614,00:00:00,1.7865,1.7674,1.7967,1.7689
USDCHF,20010615,00:00:00,1.7690,1.7586,1.7787,1.7769
USDCHF,20010618,00:00:00,1.7744,1.7717,1.7837,1.7784
USDCHF,20010619,00:00:00,1.7783,1.7779,1.7914,1.7895
USDCHF,20010620,00:00:00,1.7895,1.7822,1.7937,1.7836
USDCHF,20010621,00:00:00,1.7836,1.7742,1.7853,1.7776
USDCHF,20010622,00:00:00,1.7775,1.7715,1.7839,1.7742
USDCHF,20010625,00:00:00,1.7722,1.7615,1.7735,1.7685
USDCHF,20010626,00:00:00,1.7685,1.7583,1.7708,1.7632
USDCHF,20010627,00:00:00,1.7633,1.7595,1.7699,1.7674
USDCHF,20010628,00:00:00,1.7674,1.7640,1.8026,1.7997
USDCHF,20010629,00:00:00,1.7998,1.7923,1.8019,1.7923
USDCHF,20010702,00:00:00,1.7907,1.7907,1.8021,1.7948
USDCHF,20010703,00:00:00,1.7948,1.7920,1.7993,1.7956
USDCHF,20010704,00:00:00,1.7955,1.7944,1.8024,1.7971
USDCHF,20010705,00:00:00,1.7970,1.7962,1.8202,1.8186
USDCHF,20010706,00:00:00,1.8188,1.7916,1.8221,1.7943
USDCHF,20010709,00:00:00,1.7941,1.7882,1.7996,1.7935
USDCHF,20010710,00:00:00,1.7934,1.7768,1.7948,1.7769
USDCHF,20010711,00:00:00,1.7770,1.7553,1.7811,1.7669
USDCHF,20010712,00:00:00,1.7669,1.7669,1.7791,1.7699
USDCHF,20010713,00:00:00,1.7699,1.7646,1.7771,1.7702
USDCHF,20010716,00:00:00,1.7698,1.7559,1.7731,1.7724
USDCHF,20010717,00:00:00,1.7724,1.7511,1.7803,1.7528
USDCHF,20010718,00:00:00,1.7528,1.7204,1.7566,1.7211
USDCHF,20010719,00:00:00,1.7211,1.7148,1.7328,1.7257
USDCHF,20010720,00:00:00,1.7258,1.7158,1.7294,1.7247
USDCHF,20010723,00:00:00,1.7275,1.7259,1.7389,1.7329
USDCHF,20010724,00:00:00,1.7331,1.7175,1.7337,1.7240
USDCHF,20010725,00:00:00,1.7240,1.7100,1.7277,1.7147
USDCHF,20010726,00:00:00,1.7147,1.7105,1.7260,1.7194
USDCHF,20010727,00:00:00,1.7194,1.7122,1.7299,1.7216
USDCHF,20010730,00:00:00,1.7224,1.7184,1.7312,1.7267
USDCHF,20010731,00:00:00,1.7267,1.7208,1.7321,1.7257
USDCHF,20010801,00:00:00,1.7256,1.7098,1.7259,1.7130
USDCHF,20010802,00:00:00,1.7132,1.7059,1.7174,1.7090
USDCHF,20010803,00:00:00,1.7090,1.6992,1.7162,1.7068
USDCHF,20010806,00:00:00,1.7062,1.7059,1.7151,1.7099
USDCHF,20010807,00:00:00,1.7099,1.7095,1.7213,1.7164
USDCHF,20010808,00:00:00,1.7164,1.7080,1.7221,1.7086
USDCHF,20010809,00:00:00,1.7086,1.6834,1.7088,1.6887
USDCHF,20010810,00:00:00,1.6887,1.6848,1.6941,1.6931
USDCHF,20010813,00:00:00,1.6920,1.6818,1.6947,1.6910
USDCHF,20010814,00:00:00,1.6909,1.6776,1.6949,1.6784
USDCHF,20010815,00:00:00,1.6785,1.6598,1.6793,1.6620
USDCHF,20010816,00:00:00,1.6620,1.6531,1.6695,1.6665
USDCHF,20010817,00:00:00,1.6664,1.6547,1.6675,1.6549
USDCHF,20010820,00:00:00,1.6565,1.6509,1.6641,1.6611
USDCHF,20010821,00:00:00,1.6611,1.6529,1.6687,1.6538
USDCHF,20010822,00:00:00,1.6538,1.6447,1.6664,1.6651
USDCHF,20010823,00:00:00,1.6651,1.6570,1.6704,1.6608
USDCHF,20010824,00:00:00,1.6606,1.6565,1.6741,1.6644
USDCHF,20010827,00:00:00,1.6648,1.6644,1.6722,1.6657
USDCHF,20010828,00:00:00,1.6658,1.6611,1.6792,1.6623
USDCHF,20010829,00:00:00,1.6623,1.6581,1.6702,1.6700
USDCHF,20010830,00:00:00,1.6700,1.6488,1.6745,1.6534
USDCHF,20010831,00:00:00,1.6534,1.6469,1.6716,1.6632
USDCHF,20010903,00:00:00,1.6663,1.6652,1.6732,1.6698
USDCHF,20010904,00:00:00,1.6698,1.6696,1.7099,1.7030
USDCHF,20010905,00:00:00,1.7030,1.6943,1.7071,1.7051
USDCHF,20010906,00:00:00,1.7050,1.6850,1.7118,1.6873
USDCHF,20010907,00:00:00,1.6873,1.6720,1.6926,1.6737
USDCHF,20010910,00:00:00,1.6723,1.6677,1.6893,1.6881
USDCHF,20010911,00:00:00,1.6881,1.6365,1.6911,1.6442
USDCHF,20010912,00:00:00,1.6442,1.6387,1.6696,1.6586
USDCHF,20010913,00:00:00,1.6588,1.6454,1.6620,1.6458
USDCHF,20010914,00:00:00,1.6458,1.6207,1.6518,1.6223
USDCHF,20010917,00:00:00,1.6208,1.5955,1.6218,1.6044
USDCHF,20010918,00:00:00,1.6044,1.5952,1.6170,1.5982
USDCHF,20010919,00:00:00,1.5982,1.5831,1.6065,1.5960
USDCHF,20010920,00:00:00,1.5963,1.5842,1.5970,1.5852
USDCHF,20010921,00:00:00,1.5852,1.5663,1.5944,1.5824
USDCHF,20010924,00:00:00,1.5819,1.5785,1.6031,1.5974
USDCHF,20010925,00:00:00,1.5974,1.5829,1.6002,1.5873
USDCHF,20010926,00:00:00,1.5873,1.5847,1.6085,1.5998
USDCHF,20010927,00:00:00,1.5994,1.5987,1.6177,1.6129
USDCHF,20010928,00:00:00,1.6129,1.6105,1.6237,1.6205
USDCHF,20011001,00:00:00,1.6216,1.6153,1.6326,1.6168
USDCHF,20011002,00:00:00,1.6168,1.6099,1.6223,1.6193
USDCHF,20011003,00:00:00,1.6193,1.6061,1.6254,1.6228
USDCHF,20011004,00:00:00,1.6228,1.6174,1.6303,1.6204
USDCHF,20011005,00:00:00,1.6204,1.6126,1.6245,1.6161
USDCHF,20011008,00:00:00,1.6112,1.5994,1.6126,1.6084
USDCHF,20011009,00:00:00,1.6084,1.6029,1.6261,1.6246
USDCHF,20011010,00:00:00,1.6245,1.6178,1.6299,1.6277
USDCHF,20011011,00:00:00,1.6279,1.6252,1.6519,1.6440
USDCHF,20011012,00:00:00,1.6441,1.6243,1.6465,1.6272
USDCHF,20011015,00:00:00,1.6243,1.6198,1.6302,1.6268
USDCHF,20011016,00:00:00,1.6268,1.6262,1.6386,1.6342
USDCHF,20011017,00:00:00,1.6342,1.6297,1.6458,1.6392
USDCHF,20011018,00:00:00,1.6392,1.6322,1.6437,1.6370
USDCHF,20011019,00:00:00,1.6370,1.6368,1.6443,1.6428
USDCHF,20011022,00:00:00,1.6432,1.6404,1.6637,1.6589
USDCHF,20011023,00:00:00,1.6588,1.6569,1.6679,1.6597
USDCHF,20011024,00:00:00,1.6597,1.6542,1.6623,1.6556
USDCHF,20011025,00:00:00,1.6556,1.6447,1.6656,1.6535
USDCHF,20011026,00:00:00,1.6534,1.6481,1.6562,1.6521
USDCHF,20011029,00:00:00,1.6520,1.6255,1.6526,1.6270
USDCHF,20011030,00:00:00,1.6270,1.6149,1.6294,1.6243
USDCHF,20011031,00:00:00,1.6243,1.6205,1.6359,1.6339
USDCHF,20011101,00:00:00,1.6339,1.6126,1.6351,1.6305
USDCHF,20011102,00:00:00,1.6305,1.6248,1.6333,1.6295
USDCHF,20011105,00:00:00,1.6316,1.6316,1.6440,1.6402
USDCHF,20011106,00:00:00,1.6402,1.6368,1.6461,1.6460
USDCHF,20011107,00:00:00,1.6460,1.6260,1.6465,1.6352
USDCHF,20011108,00:00:00,1.6352,1.6304,1.6452,1.6414
USDCHF,20011109,00:00:00,1.6413,1.6374,1.6502,1.6381
USDCHF,20011112,00:00:00,1.6380,1.6212,1.6413,1.6378
USDCHF,20011113,00:00:00,1.6378,1.6373,1.6718,1.6691
USDCHF,20011114,00:00:00,1.6691,1.6589,1.6765,1.6630
USDCHF,20011115,00:00:00,1.6631,1.6588,1.6691,1.6607
USDCHF,20011116,00:00:00,1.6607,1.6537,1.6627,1.6560
USDCHF,20011119,00:00:00,1.6572,1.6558,1.6673,1.6604
USDCHF,20011120,00:00:00,1.6604,1.6465,1.6604,1.6485
USDCHF,20011121,00:00:00,1.6485,1.6481,1.6616,1.6559
USDCHF,20011122,00:00:00,1.6559,1.6546,1.6641,1.6602
USDCHF,20011123,00:00:00,1.6603,1.6576,1.6730,1.6673
USDCHF,20011126,00:00:00,1.6663,1.6580,1.6666,1.6634
USDCHF,20011127,00:00:00,1.6635,1.6554,1.6691,1.6570
USDCHF,20011128,00:00:00,1.6569,1.6392,1.6593,1.6460
USDCHF,20011129,00:00:00,1.6460,1.6430,1.6566,1.6551
USDCHF,20011130,00:00:00,1.6550,1.6373,1.6635,1.6406
USDCHF,20011203,00:00:00,1.6415,1.6405,1.6565,1.6542
USDCHF,20011204,00:00:00,1.6543,1.6504,1.6581,1.6516
USDCHF,20011205,00:00:00,1.6517,1.6475,1.6670,1.6593
USDCHF,20011206,00:00:00,1.6591,1.6462,1.6622,1.6476
USDCHF,20011207,00:00:00,1.6475,1.6470,1.6631,1.6593
USDCHF,20011210,00:00:00,1.6587,1.6573,1.6729,1.6630
USDCHF,20011211,00:00:00,1.6629,1.6523,1.6633,1.6533
USDCHF,20011212,00:00:00,1.6535,1.6399,1.6540,1.6425
USDCHF,20011213,00:00:00,1.6426,1.6374,1.6534,1.6519
USDCHF,20011214,00:00:00,1.6520,1.6272,1.6527,1.6287
USDCHF,20011217,00:00:00,1.6298,1.6250,1.6340,1.6335
USDCHF,20011218,00:00:00,1.6336,1.6303,1.6385,1.6325
USDCHF,20011219,00:00:00,1.6326,1.6325,1.6452,1.6380
USDCHF,20011220,00:00:00,1.6381,1.6286,1.6428,1.6325
USDCHF,20011221,00:00:00,1.6326,1.6278,1.6544,1.6531
USDCHF,20011224,00:00:00,1.6514,1.6478,1.6951,1.6891
USDCHF,20011227,00:00:00,1.6873,1.6730,1.6923,1.6763
USDCHF,20011228,00:00:00,1.6763,1.6738,1.6840,1.6742
USDCHF,20020102,00:00:00,1.6613,1.6358,1.6642,1.6437
USDCHF,20020103,00:00:00,1.6439,1.6404,1.6517,1.6499
USDCHF,20020104,00:00:00,1.6498,1.6425,1.6525,1.6521
USDCHF,20020107,00:00:00,1.6513,1.6422,1.6574,1.6491
USDCHF,20020108,00:00:00,1.6491,1.6477,1.6572,1.6538
USDCHF,20020109,00:00:00,1.6539,1.6509,1.6632,1.6595
USDCHF,20020110,00:00:00,1.6596,1.6524,1.6653,1.6606
USDCHF,20020111,00:00:00,1.6607,1.6550,1.6630,1.6553
USDCHF,20020114,00:00:00,1.6526,1.6515,1.6585,1.6554
USDCHF,20020115,00:00:00,1.6555,1.6552,1.6726,1.6663
USDCHF,20020116,00:00:00,1.6664,1.6553,1.6708,1.6576
USDCHF,20020117,00:00:00,1.6577,1.6568,1.6685,1.6650
USDCHF,20020118,00:00:00,1.6651,1.6591,1.6711,1.6621
USDCHF,20020121,00:00:00,1.6607,1.6585,1.6625,1.6615
USDCHF,20020122,00:00:00,1.6616,1.6592,1.6658,1.6608
USDCHF,20020123,00:00:00,1.6607,1.6583,1.6736,1.6730
USDCHF,20020124,00:00:00,1.6730,1.6679,1.6771,1.6735
USDCHF,20020125,00:00:00,1.6736,1.6723,1.7074,1.7027
USDCHF,20020128,00:00:00,1.7031,1.7014,1.7174,1.7066
USDCHF,20020129,00:00:00,1.7066,1.6982,1.7121,1.6995
USDCHF,20020130,00:00:00,1.6996,1.6956,1.7122,1.7079
USDCHF,20020131,00:00:00,1.7079,1.7058,1.7212,1.7189
USDCHF,20020201,00:00:00,1.7188,1.7091,1.7221,1.7155
USDCHF,20020204,00:00:00,1.7148,1.6950,1.7170,1.6980
USDCHF,20020205,00:00:00,1.6979,1.6881,1.7030,1.6976
USDCHF,20020206,00:00:00,1.6978,1.6880,1.7030,1.6966
USDCHF,20020207,00:00:00,1.6967,1.6874,1.7017,1.6910
USDCHF,20020208,00:00:00,1.6909,1.6815,1.6917,1.6893
USDCHF,20020211,00:00:00,1.6923,1.6785,1.6937,1.6838
USDCHF,20020212,00:00:00,1.6837,1.6774,1.6878,1.6851
USDCHF,20020213,00:00:00,1.6850,1.6845,1.7005,1.6994
USDCHF,20020214,00:00:00,1.6996,1.6946,1.7080,1.6965
USDCHF,20020215,00:00:00,1.6964,1.6961,1.7028,1.6967
USDCHF,20020218,00:00:00,1.6971,1.6960,1.7006,1.6990
USDCHF,20020219,00:00:00,1.6990,1.6838,1.7077,1.6875
USDCHF,20020220,00:00:00,1.6876,1.6840,1.7013,1.7004
USDCHF,20020221,00:00:00,1.7005,1.6960,1.7039,1.6986
USDCHF,20020222,00:00:00,1.6987,1.6849,1.7027,1.6895
USDCHF,20020225,00:00:00,1.6898,1.6872,1.6982,1.6972
USDCHF,20020226,00:00:00,1.6973,1.6920,1.7117,1.7082
USDCHF,20020227,00:00:00,1.7082,1.7035,1.7100,1.7046
USDCHF,20020228,00:00:00,1.7047,1.6951,1.7089,1.6962
USDCHF,20020301,00:00:00,1.6962,1.6962,1.7088,1.7069
USDCHF,20020304,00:00:00,1.7070,1.6957,1.7118,1.6991
USDCHF,20020305,00:00:00,1.6992,1.6917,1.7053,1.6937
USDCHF,20020306,00:00:00,1.6936,1.6799,1.6976,1.6820
USDCHF,20020307,00:00:00,1.6821,1.6649,1.6834,1.6694
USDCHF,20020308,00:00:00,1.6693,1.6689,1.6900,1.6859
USDCHF,20020311,00:00:00,1.6866,1.6759,1.6870,1.6796
USDCHF,20020312,00:00:00,1.6796,1.6760,1.6847,1.6776
USDCHF,20020313,00:00:00,1.6775,1.6713,1.6825,1.6755
USDCHF,20020314,00:00:00,1.6754,1.6519,1.6757,1.6550
USDCHF,20020315,00:00:00,1.6551,1.6484,1.6588,1.6564
USDCHF,20020318,00:00:00,1.6582,1.6572,1.6655,1.6583
USDCHF,20020319,00:00:00,1.6584,1.6574,1.6649,1.6599
USDCHF,20020320,00:00:00,1.6600,1.6525,1.6665,1.6526
USDCHF,20020321,00:00:00,1.6527,1.6523,1.6612,1.6558
USDCHF,20020322,00:00:00,1.6557,1.6556,1.6698,1.6661
USDCHF,20020325,00:00:00,1.6662,1.6633,1.6685,1.6647
USDCHF,20020326,00:00:00,1.6647,1.6616,1.6742,1.6679
USDCHF,20020327,00:00:00,1.6679,1.6674,1.6794,1.6785
USDCHF,20020328,00:00:00,1.6783,1.6760,1.6853,1.6832
USDCHF,20020329,00:00:00,1.6832,1.6780,1.6837,1.6819
USDCHF,20020401,00:00:00,1.6816,1.6582,1.6816,1.6611
USDCHF,20020402,00:00:00,1.6611,1.6597,1.6672,1.6631
USDCHF,20020403,00:00:00,1.6630,1.6569,1.6650,1.6589
USDCHF,20020404,00:00:00,1.6590,1.6516,1.6670,1.6643
USDCHF,20020405,00:00:00,1.6642,1.6605,1.6699,1.6639
USDCHF,20020408,00:00:00,1.6650,1.6641,1.6763,1.6755
USDCHF,20020409,00:00:00,1.6755,1.6643,1.6774,1.6647
USDCHF,20020410,00:00:00,1.6647,1.6622,1.6705,1.6677
USDCHF,20020411,00:00:00,1.6678,1.6558,1.6695,1.6610
USDCHF,20020412,00:00:00,1.6611,1.6602,1.6703,1.6657
USDCHF,20020415,00:00:00,1.6659,1.6619,1.6690,1.6684
USDCHF,20020416,00:00:00,1.6684,1.6621,1.6705,1.6637
USDCHF,20020417,00:00:00,1.6638,1.6498,1.6647,1.6501
USDCHF,20020418,00:00:00,1.6500,1.6457,1.6533,1.6467
USDCHF,20020419,00:00:00,1.6468,1.6432,1.6522,1.6444
USDCHF,20020422,00:00:00,1.6482,1.6457,1.6545,1.6507
USDCHF,20020423,00:00:00,1.6508,1.6477,1.6567,1.6498
USDCHF,20020424,00:00:00,1.6499,1.6407,1.6520,1.6414
USDCHF,20020425,00:00:00,1.6413,1.6279,1.6438,1.6295
USDCHF,20020426,00:00:00,1.6295,1.6222,1.6345,1.6226
USDCHF,20020429,00:00:00,1.6236,1.6175,1.6253,1.6198
USDCHF,20020430,00:00:00,1.6200,1.6142,1.6244,1.6166
USDCHF,20020501,00:00:00,1.6164,1.5958,1.6183,1.6017
USDCHF,20020502,00:00:00,1.6018,1.6005,1.6139,1.6087
USDCHF,20020503,00:00:00,1.6087,1.5858,1.6120,1.5866
USDCHF,20020506,00:00:00,1.5883,1.5833,1.5938,1.5850
USDCHF,20020507,00:00:00,1.5849,1.5821,1.6000,1.5902
USDCHF,20020508,00:00:00,1.5902,1.5900,1.6105,1.6078
USDCHF,20020509,00:00:00,1.6077,1.5941,1.6097,1.5972
USDCHF,20020510,00:00:00,1.5971,1.5895,1.5991,1.5908
USDCHF,20020513,00:00:00,1.5914,1.5865,1.5984,1.5949
USDCHF,20020514,00:00:00,1.5949,1.5948,1.6165,1.6135
USDCHF,20020515,00:00:00,1.6134,1.5942,1.6186,1.5949
USDCHF,20020516,00:00:00,1.5951,1.5930,1.6014,1.5961
USDCHF,20020517,00:00:00,1.5961,1.5778,1.5968,1.5795
USDCHF,20020520,00:00:00,1.5797,1.5738,1.5832,1.5775
USDCHF,20020521,00:00:00,1.5776,1.5748,1.5854,1.5779
USDCHF,20020522,00:00:00,1.5781,1.5656,1.5795,1.5685
USDCHF,20020523,00:00:00,1.5687,1.5676,1.5835,1.5782
USDCHF,20020524,00:00:00,1.5781,1.5776,1.5895,1.5820
USDCHF,20020527,00:00:00,1.5827,1.5795,1.5882,1.5817
USDCHF,20020528,00:00:00,1.5818,1.5701,1.5851,1.5740
USDCHF,20020529,00:00:00,1.5739,1.5657,1.5769,1.5682
USDCHF,20020530,00:00:00,1.5682,1.5549,1.5691,1.5631
USDCHF,20020531,00:00:00,1.5632,1.5561,1.5772,1.5699
USDCHF,20020603,00:00:00,1.5698,1.5581,1.5770,1.5603
USDCHF,20020604,00:00:00,1.5604,1.5531,1.5651,1.5647
USDCHF,20020605,00:00:00,1.5647,1.5608,1.5734,1.5650
USDCHF,20020606,00:00:00,1.5649,1.5551,1.5730,1.5564
USDCHF,20020607,00:00:00,1.5564,1.5492,1.5591,1.5565
USDCHF,20020610,00:00:00,1.5579,1.5523,1.5650,1.5591
USDCHF,20020611,00:00:00,1.5590,1.5537,1.5691,1.5551
USDCHF,20020612,00:00:00,1.5551,1.5531,1.5663,1.5656
USDCHF,20020613,00:00:00,1.5655,1.5578,1.5707,1.5626
USDCHF,20020614,00:00:00,1.5629,1.5503,1.5661,1.5596
USDCHF,20020617,00:00:00,1.5609,1.5590,1.5678,1.5622
USDCHF,20020618,00:00:00,1.5621,1.5486,1.5640,1.5490
USDCHF,20020619,00:00:00,1.5489,1.5351,1.5500,1.5352
USDCHF,20020620,00:00:00,1.5353,1.5205,1.5391,1.5245
USDCHF,20020621,00:00:00,1.5244,1.5090,1.5261,1.5102
USDCHF,20020624,00:00:00,1.5125,1.4978,1.5150,1.5116
USDCHF,20020625,00:00:00,1.5115,1.4971,1.5184,1.4980
USDCHF,20020626,00:00:00,1.4979,1.4760,1.4984,1.4941
USDCHF,20020627,00:00:00,1.4942,1.4863,1.4996,1.4880
USDCHF,20020628,00:00:00,1.4879,1.4736,1.4932,1.4813
USDCHF,20020701,00:00:00,1.4811,1.4749,1.4897,1.4827
USDCHF,20020702,00:00:00,1.4826,1.4809,1.4970,1.4862
USDCHF,20020703,00:00:00,1.4863,1.4863,1.4966,1.4932
USDCHF,20020704,00:00:00,1.4933,1.4899,1.5018,1.4956
USDCHF,20020705,00:00:00,1.4957,1.4956,1.5083,1.5070
USDCHF,20020708,00:00:00,1.5051,1.4829,1.5060,1.4832
USDCHF,20020709,00:00:00,1.4833,1.4788,1.4886,1.4826
USDCHF,20020710,00:00:00,1.4827,1.4784,1.4926,1.4856
USDCHF,20020711,00:00:00,1.4855,1.4768,1.4912,1.4839
USDCHF,20020712,00:00:00,1.4838,1.4798,1.4884,1.4818
USDCHF,20020715,00:00:00,1.4820,1.4536,1.4821,1.4618
USDCHF,20020716,00:00:00,1.4617,1.4450,1.4617,1.4483
USDCHF,20020717,00:00:00,1.4484,1.4440,1.4589,1.4549
USDCHF,20020718,00:00:00,1.4549,1.4471,1.4573,1.4472
USDCHF,20020719,00:00:00,1.4471,1.4359,1.4491,1.4385
USDCHF,20020722,00:00:00,1.4424,1.4356,1.4487,1.4433
USDCHF,20020723,00:00:00,1.4434,1.4434,1.4773,1.4686
USDCHF,20020724,00:00:00,1.4685,1.4482,1.4718,1.4577
USDCHF,20020725,00:00:00,1.4577,1.4377,1.4592,1.4408
USDCHF,20020726,00:00:00,1.4409,1.4365,1.4704,1.4649
USDCHF,20020729,00:00:00,1.4661,1.4653,1.4901,1.4851
USDCHF,20020730,00:00:00,1.4852,1.4725,1.4904,1.4819
USDCHF,20020731,00:00:00,1.4819,1.4774,1.4898,1.4851
USDCHF,20020801,00:00:00,1.4851,1.4685,1.4917,1.4722
USDCHF,20020802,00:00:00,1.4723,1.4620,1.4754,1.4696
USDCHF,20020805,00:00:00,1.4695,1.4693,1.4825,1.4819
USDCHF,20020806,00:00:00,1.4820,1.4819,1.5140,1.5084
USDCHF,20020807,00:00:00,1.5085,1.4931,1.5114,1.4958
USDCHF,20020808,00:00:00,1.4957,1.4916,1.5158,1.5128
USDCHF,20020809,00:00:00,1.5129,1.4981,1.5149,1.5040
USDCHF,20020812,00:00:00,1.5030,1.4916,1.5045,1.4934
USDCHF,20020813,00:00:00,1.4935,1.4844,1.5000,1.4853
USDCHF,20020814,00:00:00,1.4853,1.4752,1.4974,1.4960
USDCHF,20020815,00:00:00,1.4961,1.4852,1.5006,1.4888
USDCHF,20020816,00:00:00,1.4887,1.4847,1.4948,1.4888
USDCHF,20020819,00:00:00,1.4881,1.4852,1.5045,1.5017
USDCHF,20020820,00:00:00,1.5016,1.4951,1.5089,1.5011
USDCHF,20020821,00:00:00,1.5010,1.4911,1.5057,1.4972
USDCHF,20020822,00:00:00,1.4971,1.4966,1.5214,1.5181
USDCHF,20020823,00:00:00,1.5182,1.5114,1.5235,1.5121
USDCHF,20020826,00:00:00,1.5119,1.5108,1.5195,1.5140
USDCHF,20020827,00:00:00,1.5139,1.4899,1.5160,1.4925
USDCHF,20020828,00:00:00,1.4925,1.4911,1.5026,1.5019
USDCHF,20020829,00:00:00,1.5018,1.4863,1.5026,1.4955
USDCHF,20020830,00:00:00,1.4954,1.4892,1.5017,1.4960
USDCHF,20020902,00:00:00,1.4979,1.4930,1.5023,1.4946
USDCHF,20020903,00:00:00,1.4946,1.4697,1.4966,1.4707
USDCHF,20020904,00:00:00,1.4708,1.4664,1.4776,1.4751
USDCHF,20020905,00:00:00,1.4751,1.4606,1.4767,1.4723
USDCHF,20020906,00:00:00,1.4724,1.4656,1.4869,1.4836
USDCHF,20020909,00:00:00,1.4846,1.4824,1.4920,1.4889
USDCHF,20020910,00:00:00,1.4888,1.4826,1.5023,1.4971
USDCHF,20020911,00:00:00,1.4971,1.4949,1.5092,1.5007
USDCHF,20020912,00:00:00,1.5007,1.4953,1.5047,1.4964
USDCHF,20020913,00:00:00,1.4964,1.4888,1.5117,1.5100
USDCHF,20020916,00:00:00,1.5112,1.5087,1.5180,1.5151
USDCHF,20020917,00:00:00,1.5152,1.5070,1.5303,1.5093
USDCHF,20020918,00:00:00,1.5092,1.4969,1.5162,1.5017
USDCHF,20020919,00:00:00,1.5018,1.4813,1.5028,1.4813
USDCHF,20020920,00:00:00,1.4813,1.4808,1.4978,1.4920
USDCHF,20020923,00:00:00,1.4920,1.4843,1.5015,1.4968
USDCHF,20020924,00:00:00,1.4969,1.4866,1.5010,1.4881
USDCHF,20020925,00:00:00,1.4882,1.4856,1.5019,1.4989
USDCHF,20020926,00:00:00,1.4989,1.4926,1.5070,1.5011
USDCHF,20020927,00:00:00,1.5012,1.4937,1.5042,1.4937
USDCHF,20020930,00:00:00,1.4934,1.4711,1.4934,1.4755
USDCHF,20021001,00:00:00,1.4756,1.4729,1.4892,1.4888
USDCHF,20021002,00:00:00,1.4887,1.4774,1.4910,1.4785
USDCHF,20021003,00:00:00,1.4785,1.4725,1.4814,1.4776
USDCHF,20021004,00:00:00,1.4778,1.4762,1.4947,1.4917
USDCHF,20021007,00:00:00,1.4924,1.4870,1.4943,1.4884
USDCHF,20021008,00:00:00,1.4886,1.4856,1.5019,1.4972
USDCHF,20021009,00:00:00,1.4973,1.4774,1.5005,1.4783
USDCHF,20021010,00:00:00,1.4784,1.4744,1.4862,1.4837
USDCHF,20021011,00:00:00,1.4837,1.4815,1.4881,1.4824
USDCHF,20021014,00:00:00,1.4806,1.4778,1.4833,1.4809
USDCHF,20021015,00:00:00,1.4809,1.4794,1.4986,1.4935
USDCHF,20021016,00:00:00,1.4934,1.4914,1.4992,1.4953
USDCHF,20021017,00:00:00,1.4952,1.4950,1.5140,1.5112
USDCHF,20021018,00:00:00,1.5113,1.5071,1.5143,1.5121
USDCHF,20021021,00:00:00,1.5117,1.5057,1.5168,1.5108
USDCHF,20021022,00:00:00,1.5108,1.4977,1.5124,1.5022
USDCHF,20021023,00:00:00,1.5021,1.4974,1.5062,1.5050
USDCHF,20021024,00:00:00,1.5050,1.4998,1.5093,1.5008
USDCHF,20021025,00:00:00,1.5009,1.4969,1.5029,1.5023
USDCHF,20021028,00:00:00,1.5025,1.4870,1.5083,1.4882
USDCHF,20021029,00:00:00,1.4881,1.4842,1.4940,1.4903
USDCHF,20021030,00:00:00,1.4903,1.4864,1.4916,1.4876
USDCHF,20021031,00:00:00,1.4876,1.4755,1.4887,1.4764
USDCHF,20021101,00:00:00,1.4763,1.4622,1.4786,1.4666
USDCHF,20021104,00:00:00,1.4673,1.4651,1.4733,1.4652
USDCHF,20021105,00:00:00,1.4653,1.4537,1.4672,1.4635
USDCHF,20021106,00:00:00,1.4636,1.4555,1.4717,1.4555
USDCHF,20021107,00:00:00,1.4554,1.4490,1.4646,1.4501
USDCHF,20021108,00:00:00,1.4502,1.4412,1.4531,1.4429
USDCHF,20021111,00:00:00,1.4435,1.4381,1.4491,1.4476
USDCHF,20021112,00:00:00,1.4476,1.4431,1.4524,1.4441
USDCHF,20021113,00:00:00,1.4440,1.4439,1.4584,1.4537
USDCHF,20021114,00:00:00,1.4539,1.4503,1.4615,1.4603
USDCHF,20021115,00:00:00,1.4604,1.4513,1.4643,1.4519
USDCHF,20021118,00:00:00,1.4510,1.4485,1.4583,1.4534
USDCHF,20021119,00:00:00,1.4533,1.4467,1.4669,1.4630
USDCHF,20021120,00:00:00,1.4632,1.4613,1.4683,1.4664
USDCHF,20021121,00:00:00,1.4663,1.4626,1.4715,1.4658
USDCHF,20021122,00:00:00,1.4659,1.4647,1.4779,1.4763
USDCHF,20021125,00:00:00,1.4766,1.4766,1.4911,1.4850
USDCHF,20021126,00:00:00,1.4851,1.4820,1.4894,1.4825
USDCHF,20021127,00:00:00,1.4825,1.4811,1.4922,1.4888
USDCHF,20021128,00:00:00,1.4888,1.4814,1.4897,1.4845
USDCHF,20021129,00:00:00,1.4845,1.4821,1.4872,1.4828
USDCHF,20021202,00:00:00,1.4829,1.4736,1.4976,1.4768
USDCHF,20021203,00:00:00,1.4767,1.4718,1.4788,1.4760
USDCHF,20021204,00:00:00,1.4761,1.4668,1.4766,1.4712
